FECHA (YYMMDD);HORA (HHMM);;
140210;0800;17,6308;
140210;0900;19,555;
140210;1000;21,87;
140210;1100;23,8458;
140210;1200;25,4008;
140210;1300;26,5458;
140210;1400;27,0467;
140210;1500;27,5542;
140210;1600;27,7442;
140210;1700;26,8583;
140210;1800;25,4708;
140210;1900;23,4058;
140210;2000;20,7625;
140210;2100;18,5758;
140210;2200;16,4675;
140210;2300;15,3542;
140211;0000;14,565;
140211;0100;13,7825;
140211;0200;13,1367;
140211;0300;12,7958;
140211;0400;12,5942;
140211;0500;12,2967;
140211;0600;12,2583;
140211;0700;13,3467;
140211;0800;14,6367;
140211;0900;16,5733;
140211;1000;19,255;
140211;1100;22,0142;
140211;1200;24,0767;
140211;1300;26,0425;
140211;1400;27,8233;
140211;1500;28,9775;
140211;1600;29,5542;
140211;1700;29,4492;
140211;1800;28,8783;
140211;1900;27,22;
140211;2000;24,5792;
140211;2100;22,7808;
140211;2200;21,6083;
140211;2300;20,0675;
140212;0000;17,8158;
140212;0100;17,5458;
140212;0200;19,9358;
140212;0300;18,5875;
140212;0400;17,095;
140212;0500;14,6475;
140212;0600;13,765;
140212;0700;15,705;
140212;0800;18,0392;
140212;0900;20,5267;
140212;1000;22,9583;
140212;1100;25,1967;
140212;1200;27,0833;
140212;1300;28,5808;
140212;1400;29,7075;
140212;1500;30,5883;
140212;1600;30,8492;
140212;1700;30,6967;
140212;1800;29,8925;
140212;1900;27,7775;
140212;2000;25,395;
140212;2100;22,7008;
140212;2200;20,4933;
140212;2300;18,6583;
140213;0000;16,8775;
140213;0100;15,8908;
140213;0200;15,1117;
140213;0300;15,4392;
140213;0400;14,72;
140213;0500;13,82;
140213;0600;12,7408;
140213;0700;16,1783;
140213;0800;17,9;
140213;0900;20,365;
140213;1000;22,6833;
140213;1100;24,6892;
140213;1200;26,1842;
140213;1300;27,8558;
140213;1400;28,7467;
140213;1500;27,9783;
140213;1600;26,885;
140213;1700;25,1417;
140213;1800;22,9092;
140213;1900;20,3867;
140213;2000;17,1642;
140213;2100;15,3983;
140213;2200;14,3392;
140213;2300;13,8542;
140214;0000;13,4875;
140214;0100;13,495;
140214;0200;13,4317;
140214;0300;13,6958;
140214;0400;13,7567;
140214;0500;13,8875;
140214;0600;13,995;
140214;0700;14,2775;
140214;0800;14,6558;
140214;0900;15,5892;
140214;1000;17,2008;
140214;1100;18,7567;
140214;1200;20,6217;
140214;1300;22,365;
140214;1400;23,8142;
140214;1500;24,7458;
140214;1600;25,225;
140214;1700;24,7958;
140214;1800;23,3125;
140214;1900;20,6633;
140214;2000;18,7983;
140214;2100;17,0317;
140214;2200;15,7183;
140214;2300;14,8033;
140215;0000;13,835;
140215;0100;13,0883;
140215;0200;12,4808;
140215;0300;12,12;
140215;0400;11,6967;
140215;0500;11,325;
140215;0600;10,3458;
140215;0700;12,2208;
140215;0800;14,8833;
140215;0900;16,255;
140215;1000;17,7233;
140215;1100;19,5342;
140215;1200;21,045;
140215;1300;22,2767;
140215;1400;23,2583;
140215;1500;23,9192;
140215;1600;23,4975;
140215;1700;21,6925;
140215;1800;20,0042;
140215;1900;18,92;
140215;2000;17,7258;
140215;2100;17,2608;
140215;2200;16,7658;
140215;2300;16,3433;
140216;0000;15,4;
140216;0100;15,3175;
140216;0200;15,065;
140216;0300;14,4725;
140216;0400;13,7725;
140216;0500;13,0142;
140216;0600;12,7308;
140216;0700;14,8025;
140216;0800;17,6267;
140216;0900;18,81;
140216;1000;20,4475;
140216;1100;22,0983;
140216;1200;24,0733;
140216;1300;25,4475;
140216;1400;27,1933;
140216;1500;28,0075;
140216;1600;28,5183;
140216;1700;28,3133;
140216;1800;27,6483;
140216;1900;25,9208;
140216;2000;24,0792;
140216;2100;22,4583;
140216;2200;21,1238;
140216;2300;19,6283;
140217;0000;17,9717;
140217;0100;16,265;
140217;0200;15,4792;
140217;0300;14,4617;
140217;0400;13,9892;
140217;0500;13,485;
140217;0600;13,2117;
140217;0700;16,2383;
140217;0800;17,885;
140217;0900;20,11;
140217;1000;22,5542;
140217;1100;24,3433;
140217;1200;25,6725;
140217;1300;27,3258;
140217;1400;28,4883;
140217;1500;29,3125;
140217;1600;29,59;
140217;1700;28,6167;
140217;1800;26,4225;
140217;1900;24,1325;
140217;2000;21,6425;
140217;2100;19,6683;
140217;2200;17,9567;
140217;2300;16,6683;
140218;0000;15,5217;
140218;0100;14,5258;
140218;0200;13,5808;
140218;0300;12,6842;
140218;0400;12,3258;
140218;0500;12,2433;
140218;0600;12,2592;
140218;0700;12,495;
140218;0800;12,9792;
140218;0900;13,5233;
140218;1000;16,0617;
140218;1100;19,4808;
140218;1200;22,1233;
140218;1300;24,3425;
140218;1400;25,6758;
140218;1500;26,95;
140218;1600;27,6333;
140218;1700;27,2975;
140218;1800;25,9825;
